id	pattern	n_hops	instantiated_bindings_raw	instantiated_bindings_unique
68	(e1, 37, e2, t1) & (e1, 95, e2, t2=t1+(0, 5)) & (e1, 62, e3, t3=t2+(0, 4)) -> (e2, 62, e3, t4=t3+(1, 4))	3	0	0
69	(e1, 171, e2, t1) & (e2, 171, e3, t2=t1+(0, 5)) & (e1, 83, e2, t3=t2+(0, 6)) -> (e2, 171, e3, t4=t3+(1, 2))	3	0	0
70	(e1, 93, e2, t1) & (e1, 123, e3, t2=t1+(0, 9)) & (e1, 123, e4, t3=t2+(0, 5)) -> (e3, 123, e1, t4=t3+(1, 5))	3	0	0
71	(e1, 198, e2, t1) & (e2, 40, e3, t2=t1+(0, 4)) & (e3, 198, e4, t3=t2+(0, 5)) -> (e4, 198, e2, t4=t3+(1, 9))	3	0	0
72	(e1, 115, e2, t1) & (e2, 115, e3, t2=t1+(0, 7)) & (e2, 115, e4, t3=t2+(0, 4)) -> (e2, 115, e4, t4=t3+(1, 6))	3	0	0
73	(e1, 93, e2, t1) & (e2, 102, e3, t2=t1+(0, 6)) -> (e2, 102, e3, t3=t2+(1, 4))	2	0	0
74	(e1, 112, e2, t1) & (e3, 77, e1, t2=t1+(0, 7)) -> (e3, 112, e1, t3=t2+(1, 6))	2	0	0
75	(e1, 90, e2, t1) & (e3, 195, e2, t2=t1+(0, 3)) -> (e3, 90, e2, t3=t2+(1, 3))	2	0	0
76	(e1, 207, e2, t1) & (e2, 47, e1, t2=t1+(0, 6)) -> (e1, 47, e2, t3=t2+(1, 4))	2	0	0
77	(e1, 180, e2, t1) & (e3, 180, e1, t2=t1+(0, 6)) -> (e3, 180, e2, t3=t2+(1, 1))	2	0	0
78	(e1, 171, e2, t1) & (e3, 5, e1, t2=t1+(0, 1)) -> (e1, 5, e3, t3=t2+(1, 7))	2	0	0
79	(e1, 187, e2, t1) & (e1, 187, e3, t2=t1+(0, 5)) -> (e1, 187, e3, t3=t2+(1, 7))	2	0	0
80	(e1, 218, e2, t1) & (e1, 218, e3, t2=t1+(0, 5)) -> (e3, 218, e2, t3=t2+(1, 4))	2	0	0
81	(e1, 136, e2, t1) & (e3, 39, e2, t2=t1+(0, 10)) -> (e3, 39, e1, t3=t2+(1, 7))	2	0	0
82	(e1, 210, e2, t1) & (e3, 55, e2, t2=t1+(0, 7)) -> (e3, 210, e2, t3=t2+(1, 3))	2	0	0
83	(e1, 221, e2, t1) & (e3, 162, e1, t2=t1+(0, 3)) -> (e1, 221, e3, t3=t2+(1, 3))	2	0	0
84	(e1, 129, e2, t1) & (e3, 2, e2, t2=t1+(0, 7)) -> (e3, 129, e1, t3=t2+(1, 6))	2	0	0
85	(e1, 223, e2, t1) & (e1, 30, e3, t2=t1+(0, 2)) -> (e3, 223, e2, t3=t2+(1, 4))	2	0	0
86	(e1, 88, e2, t1) & (e2, 131, e3, t2=t1+(0, 5)) -> (e2, 88, e3, t3=t2+(1, 7))	2	0	0
87	(e1, 121, e2, t1) & (e1, 215, e3, t2=t1+(0, 4)) -> (e1, 121, e2, t3=t2+(1, 5))	2	0	0
88	(e1, 155, e2, t1) & (e1, 155, e2, t2=t1+(1, 1)) -> (e1, 155, e2, t3=t2+(1, 8))	2	0	0
89	(e1, 9, e2, t1) & (e3, 19, e1, t2=t1+(0, 2)) -> (e2, 19, e1, t3=t2+(1, 6))	2	0	0
90	(e1, 171, e2, t1) & (e1, 20, e3, t2=t1+(0, 1)) -> (e3, 171, e2, t3=t2+(1, 7))	2	0	0
91	(e1, 36, e2, t1) & (e3, 156, e1, t2=t1+(0, 7)) -> (e3, 156, e2, t3=t2+(1, 7))	2	0	0
92	(e1, 94, e2, t1) & (e3, 9, e2, t2=t1+(0, 3)) -> (e2, 94, e3, t3=t2+(1, 3))	2	0	0
93	(e1, 77, e2, t1) & (e1, 168, e2, t2=t1+(0, 5)) -> (e1, 77, e2, t3=t2+(1, 5))	2	0	0
94	(e1, 36, e2, t1) & (e2, 36, e3, t2=t1+(0, 10)) -> (e2, 36, e1, t3=t2+(1, 4))	2	0	0
95	(e1, 153, e2, t1) & (e1, 134, e3, t2=t1+(0, 9)) -> (e3, 153, e2, t3=t2+(1, 5))	2	0	0
96	(e1, 34, e2, t1) & (e3, 34, e1, t2=t1+(0, 3)) -> (e1, 34, e3, t3=t2+(1, 2))	2	0	0
97	(e1, 9, e2, t1) & (e3, 103, e1, t2=t1+(0, 9)) -> (e1, 9, e2, t3=t2+(1, 6))	2	0	0
98	(e1, 108, e2, t1) & (e1, 108, e3, t2=t1+(0, 3)) -> (e2, 108, e3, t3=t2+(1, 6))	2	0	0
99	(e1, 194, e2, t1) & (e3, 221, e1, t2=t1+(0, 6)) -> (e1, 194, e2, t3=t2+(1, 6))	2	0	0
100	(e1, 103, e2, t1) & (e2, 95, e3, t2=t1+(0, 4)) -> (e2, 95, e3, t3=t2+(1, 10))	2	0	0
101	(e1, 83, e2, t1) & (e3, 83, e1, t2=t1+(0, 5)) -> (e3, 83, e2, t3=t2+(1, 6))	2	0	0
102	(e1, 22, e2, t1) & (e2, 22, e3, t2=t1+(0, 10)) -> (e1, 22, e2, t3=t2+(1, 7))	2	0	0
103	(e1, 161, e2, t1) & (e1, 36, e2, t2=t1+(0, 6)) -> (e1, 36, e2, t3=t2+(1, 4))	2	0	0
104	(e1, 212, e2, t1) & (e3, 90, e2, t2=t1+(0, 4)) -> (e1, 212, e3, t3=t2+(1, 5))	2	0	0
105	(e1, 4, e2, t1) & (e1, 4, e3, t2=t1+(0, 6)) -> (e3, 4, e2, t3=t2+(1, 5))	2	0	0
106	(e1, 55, e2, t1) & (e1, 156, e3, t2=t1+(0, 6)) -> (e3, 156, e2, t3=t2+(1, 6))	2	0	0
107	(e1, 171, e2, t1) & (e3, 171, e2, t2=t1+(0, 8)) -> (e3, 171, e1, t3=t2+(1, 2))	2	0	0
108	(e1, 75, e2, t1) & (e1, 161, e3, t2=t1+(0, 6)) -> (e1, 75, e3, t3=t2+(1, 3))	2	0	0
109	(e1, 188, e2, t1) & (e2, 124, e3, t2=t1+(0, 4)) -> (e1, 188, e2, t3=t2+(1, 3))	2	0	0
110	(e1, 127, e2, t1) & (e3, 103, e2, t2=t1+(0, 6)) -> (e3, 103, e1, t3=t2+(1, 3))	2	0	0
111	(e1, 54, e2, t1) & (e2, 144, e3, t2=t1+(0, 7)) -> (e1, 54, e2, t3=t2+(1, 6))	2	0	0
112	(e1, 135, e2, t1) & (e1, 54, e3, t2=t1+(0, 7)) -> (e2, 54, e3, t3=t2+(1, 4))	2	0	0
113	(e1, 125, e2, t1) & (e2, 125, e3, t2=t1+(0, 4)) -> (e1, 125, e2, t3=t2+(1, 3))	2	0	0
114	(e1, 49, e2, t1) & (e3, 135, e2, t2=t1+(0, 4)) -> (e3, 135, e2, t3=t2+(1, 4))	2	0	0
115	(e1, 111, e2, t1) & (e1, 20, e3, t2=t1+(0, 8)) -> (e2, 20, e1, t3=t2+(1, 6))	2	0	0
116	(e1, 132, e2, t1) & (e1, 132, e2, t2=t1+(1, 4)) -> (e1, 132, e2, t3=t2+(1, 2))	2	0	0
117	(e1, 69, e2, t1) & (e3, 69, e1, t2=t1+(0, 5)) -> (e3, 69, e1, t3=t2+(1, 2))	2	0	0
118	(e1, 96, e2, t1) & (e2, 211, e3, t2=t1+(0, 3)) -> (e3, 211, e1, t3=t2+(1, 5))	2	0	0
119	(e1, 131, e2, t1) & (e2, 66, e3, t2=t1+(0, 3)) -> (e2, 66, e1, t3=t2+(1, 5))	2	0	0
120	(e1, 77, e2, t1) & (e1, 192, e3, t2=t1+(0, 9)) -> (e1, 192, e2, t3=t2+(1, 8))	2	0	0
121	(e1, 220, e2, t1) & (e2, 48, e3, t2=t1+(0, 4)) -> (e2, 220, e3, t3=t2+(1, 4))	2	0	0
122	(e1, 105, e2, t1) & (e3, 35, e2, t2=t1+(0, 6)) -> (e3, 105, e1, t3=t2+(1, 4))	2	0	0
123	(e1, 221, e2, t1) & (e2, 136, e3, t2=t1+(0, 9)) -> (e3, 136, e1, t3=t2+(1, 4))	2	0	0
124	(e1, 15, e2, t1) & (e3, 15, e2, t2=t1+(0, 2)) -> (e2, 15, e3, t3=t2+(1, 6))	2	0	0
125	(e1, 97, e2, t1) & (e2, 20, e3, t2=t1+(0, 4)) -> (e1, 97, e3, t3=t2+(1, 7))	2	0	0
126	(e1, 50, e2, t1) & (e1, 95, e3, t2=t1+(0, 1)) -> (e1, 95, e2, t3=t2+(1, 5))	2	0	0
127	(e1, 4, e2, t1) & (e3, 83, e1, t2=t1+(0, 2)) -> (e1, 83, e3, t3=t2+(1, 7))	2	0	0
128	(e1, 207, e2, t1) & (e3, 207, e2, t2=t1+(0, 3)) -> (e1, 207, e2, t3=t2+(1, 8))	2	0	0
129	(e1, 157, e2, t1) & (e3, 93, e1, t2=t1+(0, 3)) -> (e3, 157, e2, t3=t2+(1, 3))	2	0	0
130	(e1, 88, e2, t1) & (e3, 159, e2, t2=t1+(0, 6)) -> (e1, 159, e3, t3=t2+(1, 5))	2	0	0
131	(e1, 20, e2, t1) -> (e2, 20, e1, t2=t1+(1, 4))	1	0	0
132	(e1, 216, e2, t1) -> (e2, 216, e1, t2=t1+(1, 6))	1	0	0
133	(e1, 99, e2, t1) -> (e2, 99, e1, t2=t1+(1, 9))	1	0	0
134	(e1, 213, e2, t1) -> (e2, 213, e1, t2=t1+(1, 5))	1	0	0
135	(e1, 161, e2, t1) -> (e1, 161, e2, t2=t1+(1, 6))	1	0	0
136	(e1, 208, e2, t1) -> (e2, 208, e1, t2=t1+(1, 4))	1	0	0
137	(e1, 77, e2, t1) -> (e1, 77, e2, t2=t1+(1, 4))	1	0	0
138	(e1, 153, e2, t1) -> (e1, 153, e2, t2=t1+(1, 7))	1	0	0
139	(e1, 156, e2, t1) -> (e2, 156, e1, t2=t1+(1, 8))	1	0	0
140	(e1, 20, e2, t1) -> (e1, 20, e2, t2=t1+(1, 6))	1	0	0
141	(e1, 19, e2, t1) -> (e1, 19, e2, t2=t1+(1, 6))	1	0	0
142	(e1, 64, e2, t1) -> (e1, 64, e2, t2=t1+(1, 2))	1	0	0
143	(e1, 90, e2, t1) -> (e2, 90, e1, t2=t1+(1, 3))	1	0	0
144	(e1, 55, e2, t1) -> (e2, 55, e1, t2=t1+(1, 7))	1	0	0
145	(e1, 180, e2, t1) -> (e2, 180, e1, t2=t1+(1, 8))	1	0	0
146	(e1, 91, e2, t1) -> (e2, 91, e1, t2=t1+(1, 8))	1	0	0
147	(e1, 51, e2, t1) -> (e2, 51, e1, t2=t1+(1, 9))	1	0	0
148	(e1, 163, e2, t1) -> (e2, 163, e1, t2=t1+(1, 6))	1	0	0
149	(e1, 187, e2, t1) -> (e1, 187, e2, t2=t1+(1, 3))	1	0	0
150	(e1, 67, e2, t1) -> (e2, 67, e1, t2=t1+(1, 6))	1	0	0
151	(e1, 116, e2, t1) -> (e2, 116, e1, t2=t1+(1, 4))	1	0	0
152	(e1, 11, e2, t1) -> (e1, 11, e2, t2=t1+(1, 3))	1	0	0
153	(e1, 2, e2, t1) -> (e1, 2, e2, t2=t1+(1, 10))	1	0	0
154	(e1, 112, e2, t1) -> (e1, 112, e2, t2=t1+(1, 6))	1	0	0
155	(e1, 180, e2, t1) -> (e1, 180, e2, t2=t1+(1, 2))	1	0	0
156	(e1, 43, e2, t1) -> (e1, 43, e2, t2=t1+(1, 5))	1	0	0
157	(e1, 44, e2, t1) -> (e2, 44, e1, t2=t1+(1, 3))	1	0	0
158	(e1, 68, e2, t1) -> (e1, 68, e2, t2=t1+(1, 5))	1	0	0
159	(e1, 41, e2, t1) -> (e2, 41, e1, t2=t1+(1, 2))	1	0	0
160	(e1, 54, e2, t1) -> (e2, 54, e1, t2=t1+(1, 4))	1	0	0
161	(e1, 131, e2, t1) -> (e1, 131, e2, t2=t1+(1, 3))	1	0	0
162	(e1, 46, e2, t1) -> (e2, 46, e1, t2=t1+(1, 2))	1	0	0
163	(e1, 30, e2, t1) -> (e2, 30, e1, t2=t1+(1, 11))	1	0	0
164	(e1, 199, e2, t1) -> (e1, 199, e2, t2=t1+(1, 5))	1	0	0
165	(e1, 116, e2, t1) -> (e1, 116, e2, t2=t1+(1, 5))	1	0	0
166	(e1, 39, e2, t1) -> (e1, 39, e2, t2=t1+(1, 5))	1	0	0
167	(e1, 94, e2, t1) -> (e2, 94, e1, t2=t1+(1, 5))	1	0	0
168	(e1, 112, e2, t1) -> (e2, 112, e1, t2=t1+(1, 1))	1	0	0
169	(e1, 16, e2, t1) -> (e1, 16, e2, t2=t1+(1, 6))	1	0	0
170	(e1, 55, e2, t1) -> (e1, 55, e2, t2=t1+(1, 1))	1	0	0
171	(e1, 158, e2, t1) -> (e1, 158, e2, t2=t1+(1, 5))	1	0	0
172	(e1, 66, e2, t1) -> (e1, 66, e2, t2=t1+(1, 6))	1	0	0
173	(e1, 104, e2, t1) -> (e1, 104, e2, t2=t1+(1, 2))	1	0	0
174	(e1, 120, e2, t1) -> (e1, 120, e2, t2=t1+(1, 4))	1	0	0
175	(e1, 1, e2, t1) -> (e2, 1, e1, t2=t1+(1, 7))	1	0	0
176	(e1, 60, e2, t1) -> (e2, 60, e1, t2=t1+(1, 4))	1	0	0
177	(e1, 48, e2, t1) -> (e1, 48, e2, t2=t1+(1, 8))	1	0	0
178	(e1, 157, e2, t1) -> (e2, 157, e1, t2=t1+(1, 3))	1	0	0
179	(e1, 2, e2, t1) -> (e2, 2, e1, t2=t1+(1, 3))	1	0	0
180	(e1, 166, e2, t1) -> (e1, 166, e2, t2=t1+(1, 4))	1	0	0
181	(e1, 225, e2, t1) -> (e1, 225, e2, t2=t1+(1, 6))	1	0	0
182	(e1, 161, e2, t1) -> (e2, 161, e1, t2=t1+(1, 6))	1	0	0
183	(e1, 198, e2, t1) -> (e2, 198, e1, t2=t1+(1, 4))	1	0	0
184	(e1, 88, e2, t1) -> (e2, 88, e1, t2=t1+(1, 7))	1	0	0
185	(e1, 102, e2, t1) -> (e1, 102, e2, t2=t1+(1, 5))	1	0	0
186	(e1, 96, e2, t1) -> (e2, 96, e1, t2=t1+(1, 3))	1	0	0
187	(e1, 78, e2, t1) -> (e1, 78, e2, t2=t1+(1, 4))	1	0	0
188	(e1, 214, e2, t1) -> (e1, 214, e2, t2=t1+(1, 1))	1	0	0
189	(e1, 34, e2, t1) -> (e2, 34, e1, t2=t1+(1, 2))	1	0	0
190	(e1, 40, e2, t1) -> (e2, 40, e1, t2=t1+(1, 4))	1	0	0
191	(e1, 98, e2, t1) -> (e2, 98, e1, t2=t1+(1, 6))	1	0	0
