trial	score	n_ents	n_rels	n_tws	n_quads	n_unique_triples	avg_degree	deg_p25	deg_p75	real_n_ents	real_n_rels	real_n_tws	real_n_quads	real_n_unique_triples	real_avg_degree	real_deg_p25	real_deg_p75	relerr_n_ents	absdiff_n_ents	relerr_n_rels	absdiff_n_rels	relerr_n_tws	absdiff_n_tws	relerr_n_quads	absdiff_n_quads	relerr_n_unique_triples	absdiff_n_unique_triples	relerr_avg_degree	absdiff_avg_degree	relerr_deg_p25	absdiff_deg_p25	relerr_deg_p75	absdiff_deg_p75	pat_distr_ents	pat_distr_rels	cfg_n_ents	cfg_n_rels	cfg_n_tws	n_1_hop	n_2_hop	n_3_hop	rnd_avg_density	p_skip_consequence	use_force_distr	p_force	n_force	force_binom_n	force_binom_p
25	20.685827898272077	7124	181	365	111955	111933	31.430376193149915	14.0	30.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0005611672278338945	-4.0	0.21304347826086956	-49.0	0.0	0.0	0.23393585363165437	21225.0	1.225529376677602	61638.0	0.23462868678922402	5.973024902465291	13.0	13.0	2.0	20.0	pareto(a=1.6,xm=1.0)	empirical	7128	230	365	290	16	53	0	0	False	0.25	2	None	None
26	12.601601782870533	5569	91	365	71137	70884	25.54749506195008	6.0	34.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.21871492704826037	-1559.0	0.6043478260869565	-139.0	0.0	0.0	0.2159484183842169	-19593.0	0.40936474798687744	20589.0	0.0035409721237747833	0.09014377126545625	5.0	5.0	2.4	24.0	gamma(0.5,1.0)	zipf(s=1.7,q=0.5)	7128	230	365	218	47	120	0	0	False	0.2	1	None	None
27	6.790687188130301	3518	162	365	34103	31676	19.38772029562251	2.0	6.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.5064534231200898	-3610.0	0.2956521739130435	-68.0	0.0	0.0	0.6241265292626474	-56627.0	0.37019584451734766	-18619.0	0.23842350784086155	-6.069630995062113	1.0	1.0	0.4	-4.0	zipf(s=1.2,q=1.0)	pareto(a=1.3,xm=1.0)	7128	230	365	191	72	32	0	0	False	0.15000000000000002	1	None	None
28	14.959585938933392	7106	186	365	89274	89023	25.12637207993245	10.0	22.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0030864197530864196	-22.0	0.19130434782608696	-44.0	0.0	0.0	0.016047613799184395	-1456.0	0.770016900288299	38728.0	0.013001321581844395	-0.3309792107521723	9.0	9.0	1.2	12.0	pareto(a=1.6,xm=1.0)	negbin(r=2.0,p=0.25)	7128	230	365	148	124	83	0	0	False	0.25	1	None	None
29	5.703286082148007	4472	144	365	54998	49977	24.59660107334526	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.372615039281706	-2656.0	0.3739130434782609	-86.0	0.0	0.0	0.39382784084646755	-35732.0	0.006322696093050999	-318.0	0.0338114600969635	-0.8607502173393655	1.0	1.0	0.2	-2.0	zipf(s=1.2,q=1.0)	pareto(a=1.3,xm=1.0)	7128	230	365	122	27	14	0	0	False	0.2	2	None	None
30	10.02046782173981	6165	134	365	149074	119500	48.36139497161395	4.0	14.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.1351010101010101	-963.0	0.41739130434782606	-96.0	0.0	0.0	0.6430508100958889	58344.0	1.3759817079232528	69205.0	0.8997025424758306	22.904043680929323	3.0	3.0	0.4	4.0	zipf(s=1.2,q=1.0)	zipf(s=1.2,q=1.0)	7128	230	365	212	19	32	0	0	False	0.35000000000000003	2	None	None
31	11.167451378319308	6915	162	365	55248	55244	15.979175704989155	6.0	22.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.02988215488215488	-213.0	0.2956521739130435	-68.0	0.0	0.0	0.39107241265292625	-35482.0	0.09839944328462073	4949.0	0.3723158579016715	-9.47817558569547	5.0	5.0	1.2	12.0	negbin(r=1.2,p=0.35)	lognorm(mu=0,s=1.4)	7128	230	365	363	62	27	0	0	False	0.25	1	None	None
32	6.9200157406346126	1320	199	365	77886	38298	118.00909090909092	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.8148148148148148	-5808.0	0.13478260869565217	-31.0	0.0	0.0	0.1415628788713766	-12844.0	0.23853265732180137	-11997.0	3.6355604540945663	92.55173961840629	1.0	1.0	0.2	-2.0	zipf(s=1.7,q=0.5)	gamma(2,2)	7128	230	365	279	71	32	0	0	False	0.3	1	None	None
33	8.676010633066843	1576	120	365	7999	7754	10.151015228426395	2.0	4.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.7789001122334456	-5552.0	0.4782608695652174	-110.0	0.0	0.0	0.9118373195194533	-82731.0	0.8458296053285614	-42541.0	0.6012540695016899	-15.306336062258229	1.0	1.0	0.6	-6.0	zipf(s=1.2,q=1.0)	pareto(a=1.3,xm=1.0)	7128	230	365	51	66	38	0	0	False	0.05	1	None	None
34	9.26959118334117	6417	126	365	24624	24624	7.67461430575035	4.0	10.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.09974747474747475	-711.0	0.45217391304347826	-104.0	0.0	0.0	0.7286013446489584	-66106.0	0.5104085893229944	-25671.0	0.6985305258933733	-17.782736984934274	3.0	3.0	0.0	0.0	gamma(3,1)	pareto(a=1.3,xm=1.0)	7128	230	365	38	88	31	0	0	False	0.15000000000000002	1	None	None
35	5.985792136932988	3839	64	365	40467	30070	21.082052617869238	2.0	7.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.46141975308641975	-3289.0	0.7217391304347827	-166.0	0.0	0.0	0.5539843491678607	-50263.0	0.40212744805646683	-20225.0	0.17186778871281866	-4.375298672815386	1.0	1.0	0.3	-3.0	zipf(s=1.2,q=1.0)	zipf(s=1.7,q=0.5)	7128	230	365	116	125	14	0	0	False	0.2	1	None	None
36	7.151004591097241	1480	199	365	96440	44923	130.32432432432432	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.792368125701459	-5648.0	0.13478260869565217	-31.0	0.0	0.0	0.06293397994048275	5710.0	0.10680982204990555	-5372.0	4.119319870956595	104.8669730336397	1.0	1.0	0.2	-2.0	zipf(s=1.7,q=0.5)	gamma(2,2)	7128	230	365	275	19	38	0	0	False	0.45	1	None	None
37	6.071581879121835	1949	65	365	29747	18503	30.52539763981529	2.0	6.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.7265712682379349	-5179.0	0.717391304347826	-165.0	0.0	0.0	0.6721371101069106	-60983.0	0.6321105477681678	-31792.0	0.1990798764278815	5.068046349130665	1.0	1.0	0.4	-4.0	zipf(s=1.4,q=1.0)	zipf(s=1.7,q=0.5)	7128	230	365	125	125	10	0	0	False	0.15000000000000002	1	None	None
38	9.172416523526135	4344	54	365	34786	33153	16.015653775322285	3.0	24.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.39057239057239057	-2784.0	0.7652173913043478	-176.0	0.0	0.0	0.6165986994378927	-55944.0	0.34082910826125856	-17142.0	0.37088294880140393	-9.441697515362339	2.0	2.0	1.4	14.0	empirical	zipf(s=1.7,q=0.5)	7128	230	365	42	159	24	0	0	False	0.15000000000000002	1	None	None
39	7.961995122862092	4878	173	365	196178	117453	80.43378433784338	2.0	11.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.31565656565656564	-2250.0	0.24782608695652175	-57.0	0.0	0.0	1.1622175686101621	105448.0	1.3352818371607516	67158.0	2.1595503954598674	54.97643304715875	1.0	1.0	0.1	1.0	zipf(s=1.4,q=1.0)	lognorm(mu=0,s=1.0)	7128	230	365	229	161	42	0	0	False	0.5	1	None	None
40	6.439911792560329	1354	117	365	15545	12318	22.9615952732644	2.0	6.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.8100448933782267	-5774.0	0.49130434782608695	-113.0	0.0	0.0	0.8286674749256034	-75185.0	0.7550849985087981	-37977.0	0.09803675130701726	-2.4957560174202236	1.0	1.0	0.4	-4.0	zipf(s=1.4,q=1.0)	pareto(a=1.6,xm=1.0)	7128	230	365	115	54	12	0	0	False	0.05	2	None	None
41	11.003786237888768	6180	96	365	88399	86012	28.60809061488673	5.0	30.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.132996632996633	-948.0	0.5826086956521739	-134.0	0.0	0.0	0.02569161247657886	-2331.0	0.7101501143254797	35717.0	0.12376540230856727	3.1507393242021067	4.0	4.0	2.0	20.0	lognorm(mu=0,s=1.4)	pareto(a=1.6,xm=1.0)	7128	230	365	27	22	57	0	0	False	0.35000000000000003	2	None	None
42	7.300477835063989	2001	86	365	13320	11320	13.313343328335833	2.0	5.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.7192760942760943	-5127.0	0.6260869565217392	-144.0	0.0	0.0	0.8531907858481208	-77410.0	0.7749279252410777	-38975.0	0.47703344404068215	-12.144007962348791	1.0	1.0	0.5	-5.0	zipf(s=1.2,q=1.0)	pareto(a=1.3,xm=1.0)	7128	230	365	54	14	24	0	0	False	0.05	3	None	None
43	8.665054319037722	6618	99	365	19894	19718	6.012088244182532	3.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.07154882154882154	-510.0	0.5695652173913044	-131.0	0.0	0.0	0.7807340460707594	-70836.0	0.607953076846605	-30577.0	0.7638368510716792	-19.44526304650209	2.0	2.0	0.2	-2.0	uniform	zipf(s=1.4,q=1.0)	7128	230	365	144	83	13	0	0	False	0.05	2	None	None
44	12.567332667278961	5695	184	365	318215	175652	111.75241439859526	3.0	14.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.2010381593714927	-1433.0	0.2	-46.0	0.0	0.0	2.507274330430949	227485.0	2.492434635649667	125357.0	3.389789539475295	86.29506310791064	2.0	2.0	0.4	4.0	zipf(s=1.4,q=1.0)	pareto(a=1.6,xm=1.0)	7128	230	365	204	89	57	0	0	False	0.25	4	None	None
45	9.72166855099803	6475	64	365	53593	50542	16.553822393822394	5.0	20.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.09161054994388328	-653.0	0.7217391304347827	-166.0	0.0	0.0	0.4093133472941695	-37137.0	0.004911024952778606	247.0	0.3497429404653035	-8.90352889686223	4.0	4.0	1.0	10.0	lognorm(mu=0,s=1.0)	zipf(s=1.7,q=0.5)	7128	230	365	120	53	27	0	0	False	0.3	1	None	None
46	6.549950884891947	2140	133	365	33308	27292	31.128971962616824	2.0	6.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.6997755331088664	-4988.0	0.4217391304347826	-97.0	0.0	0.0	0.6328887909181087	-57422.0	0.45736156675613876	-23003.0	0.22278911137183247	5.6716206719321995	1.0	1.0	0.4	-4.0	zipf(s=1.4,q=1.0)	pareto(a=1.6,xm=1.0)	7128	230	365	50	86	27	0	0	False	0.1	2	None	None
47	25.991291159559637	7128	137	365	89380	89377	25.078563411896745	20.0	30.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0	0.0	0.4043478260869565	-93.0	0.0	0.0	0.014879312245122893	-1350.0	0.7770553732975445	39082.0	0.014879312245122896	-0.3787878787878789	19.0	19.0	2.0	20.0	uniform	empirical	7128	230	365	125	65	27	0	0	False	0.15000000000000002	3	None	None
48	9.460041091995095	6992	137	365	50744	50627	14.51487414187643	5.0	14.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.019079685746352413	-136.0	0.4043478260869565	-93.0	0.0	0.0	0.4407142069877659	-39986.0	0.006601053782682175	332.0	0.4298356503731115	-10.942477148808194	4.0	4.0	0.4	4.0	pareto(a=1.6,xm=1.0)	negbin(r=2.0,p=0.25)	7128	230	365	81	90	9	0	0	False	0.15000000000000002	2	None	None
49	5.923239920888797	3573	174	365	36186	31524	20.255247691015953	2.0	7.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.49873737373737376	-3555.0	0.24347826086956523	-56.0	0.0	0.0	0.6011683015540615	-54544.0	0.37321801371905755	-18771.0	0.20434583080810256	-5.202103599668671	1.0	1.0	0.3	-3.0	zipf(s=1.2,q=1.0)	gamma(1,2)	7128	230	365	173	192	17	0	0	False	0.1	1	None	None
50	5.506981480631396	4675	188	365	60424	55168	25.849839572192515	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.3441358024691358	-2453.0	0.1826086956521739	-42.0	0.0	0.0	0.3340240273338477	-30306.0	0.09688835868376579	4873.0	0.01541748302980407	0.39248828150789095	1.0	1.0	0.2	-2.0	zipf(s=1.2,q=1.0)	gamma(1,2)	7128	230	365	228	185	28	0	0	False	0.15000000000000002	1	None	None
51	4.8178812651690155	4213	175	365	51235	42784	24.322335627818656	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.4089506172839506	-2915.0	0.2391304347826087	-55.0	0.0	0.0	0.4353025460156508	-39495.0	0.14933890048712595	-7511.0	0.04458498647034397	-1.1350156628659676	1.0	1.0	0.2	-2.0	zipf(s=1.2,q=1.0)	gamma(1,2)	7128	230	365	160	184	20	0	0	False	0.15000000000000002	1	None	None
52	16.625651899976322	7034	184	365	76631	76222	21.7887404037532	11.0	29.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.013187429854096521	-94.0	0.2	-46.0	0.0	0.0	0.15539512840295383	-14099.0	0.5154985585048215	25927.0	0.14410811419622616	-3.6686108869314253	10.0	10.0	1.9	19.0	gamma(3,1)	gamma(1,2)	7128	230	365	167	234	5	0	0	False	0.2	1	None	None
53	7.420430037204472	2782	210	365	20862	20165	14.99784327821711	2.0	5.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.6097081930415263	-4346.0	0.08695652173913043	-20.0	0.0	0.0	0.7700650281053676	-69868.0	0.599065513470524	-30130.0	0.41086395411037385	-10.459508012467515	1.0	1.0	0.5	-5.0	zipf(s=1.2,q=1.0)	gamma(3,1)	7128	230	365	207	224	22	0	0	False	0.05	1	None	None
54	4.655225702555755	4561	116	365	64586	47098	28.32098224073668	2.0	9.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.3601290684624018	-2567.0	0.4956521739130435	-114.0	0.0	0.0	0.2881516587677725	-26144.0	0.0635649666964907	-3197.0	0.11248738792004326	2.8636309500520554	1.0	1.0	0.1	-1.0	zipf(s=1.2,q=1.0)	zipf(s=1.4,q=1.0)	7128	230	365	129	145	53	0	0	False	0.1	2	None	None
55	13.557484371521703	7036	200	365	71999	71997	20.465889710062534	8.0	28.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.012906846240179574	-92.0	0.13043478260869565	-30.0	0.0	0.0	0.2064477019728866	-18731.0	0.43149418431255593	21702.0	0.19607152070249234	-4.99146158062209	7.0	7.0	1.8	18.0	negbin(r=1.2,p=0.35)	negbin(r=1.2,p=0.35)	7128	230	365	163	172	37	0	0	False	0.2	1	None	None
56	6.996540077489348	5809	137	365	129384	94255	44.54604923394732	3.0	12.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.18504489337822672	-1319.0	0.4043478260869565	-93.0	0.0	0.0	0.42603328557257797	38654.0	0.8740431454418929	43960.0	0.7498304802136918	19.088697943262698	2.0	2.0	0.2	2.0	zipf(s=1.2,q=1.0)	lognorm(mu=0,s=1.4)	7128	230	365	93	215	17	0	0	False	0.4	1	None	None
57	5.893816488118558	3256	188	365	31889	28015	19.58783783783784	2.0	7.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.5432098765432098	-3872.0	0.1826086956521739	-42.0	0.0	0.0	0.648528601344649	-58841.0	0.4429863803559002	-22280.0	0.23056261375450174	-5.869513452846785	1.0	1.0	0.3	-3.0	zipf(s=1.2,q=1.0)	negbin(r=1.2,p=0.35)	7128	230	365	163	134	36	0	0	False	0.1	1	None	None
