id	pattern	n_hops	instantiated_bindings_raw	instantiated_bindings_unique
28	(e1, 19, e2, t1) & (e2, 14, e3, t2=t1+(1, 2)) -> (e1, 73, e1, t3=t2+(1, 2))	2	0	0
29	(e1, 20, e2, t1) & (e3, 20, e4, t2=t1+(1, 2)) -> (e1, 20, e3, t3=t2+(1, 3))	2	0	0
30	(e1, 26, e2, t1) & (e3, 68, e2, t2=t1+(1, 1)) -> (e2, 68, e2, t3=t2+(1, 1))	2	0	0
31	(e1, 78, e1, t1) & (e2, 44, e1, t2=t1+(1, 2)) -> (e1, 78, e2, t3=t2+(1, 3))	2	0	0
32	(e1, 34, e2, t1) & (e1, 61, e1, t2=t1+(1, 2)) -> (e1, 75, e1, t3=t2+(1, 1))	2	0	0
33	(e1, 25, e2, t1) & (e2, 60, e1, t2=t1+(1, 3)) -> (e1, 60, e2, t3=t2+(1, 3))	2	0	0
34	(e1, 20, e2, t1) & (e1, 33, e2, t2=t1+(1, 2)) -> (e2, 33, e1, t3=t2+(1, 1))	2	0	0
35	(e1, 44, e1, t1) & (e2, 47, e3, t2=t1+(1, 2)) -> (e1, 47, e3, t3=t2+(1, 2))	2	0	0
36	(e1, 25, e2, t1) & (e1, 25, e1, t2=t1+(1, 3)) -> (e2, 26, e2, t3=t2+(1, 1))	2	0	0
37	(e1, 74, e2, t1) & (e2, 12, e3, t2=t1+(1, 3)) -> (e3, 68, e3, t3=t2+(1, 3))	2	0	0
38	(e1, 55, e2, t1) & (e1, 13, e3, t2=t1+(1, 2)) -> (e1, 33, e3, t3=t2+(1, 3))	2	0	0
39	(e1, 58, e2, t1) & (e3, 62, e2, t2=t1+(1, 1)) -> (e3, 62, e3, t3=t2+(1, 2))	2	0	0
40	(e1, 11, e2, t1) & (e3, 71, e2, t2=t1+(1, 1)) -> (e1, 71, e2, t3=t2+(1, 2))	2	0	0
41	(e1, 24, e2, t1) & (e1, 78, e3, t2=t1+(1, 2)) -> (e1, 78, e1, t3=t2+(1, 1))	2	0	0
42	(e1, 54, e2, t1) & (e3, 19, e3, t2=t1+(1, 3)) -> (e1, 74, e3, t3=t2+(1, 2))	2	0	0
43	(e1, 71, e1, t1) & (e2, 20, e1, t2=t1+(1, 2)) -> (e2, 20, e2, t3=t2+(1, 3))	2	0	0
44	(e1, 13, e2, t1) & (e2, 58, e1, t2=t1+(1, 2)) -> (e1, 33, e1, t3=t2+(1, 1))	2	0	0
45	(e1, 41, e1, t1) & (e1, 73, e2, t2=t1+(1, 2)) -> (e2, 72, e1, t3=t2+(1, 1))	2	0	0
46	(e1, 31, e2, t1) & (e3, 68, e4, t2=t1+(1, 3)) -> (e1, 31, e4, t3=t2+(1, 3))	2	0	0
47	(e1, 40, e2, t1) & (e3, 40, e4, t2=t1+(1, 2)) -> (e4, 54, e1, t3=t2+(1, 2))	2	0	0
48	(e1, 25, e2, t1) & (e1, 36, e3, t2=t1+(1, 2)) -> (e2, 45, e3, t3=t2+(1, 3))	2	0	0
49	(e1, 71, e2, t1) & (e3, 36, e3, t2=t1+(1, 3)) -> (e3, 60, e2, t3=t2+(1, 3))	2	0	0
50	(e1, 26, e2, t1) & (e2, 26, e3, t2=t1+(1, 2)) -> (e2, 26, e1, t3=t2+(1, 1))	2	0	0
51	(e1, 41, e1, t1) & (e1, 27, e2, t2=t1+(1, 3)) -> (e2, 1, e1, t3=t2+(1, 2))	2	0	0
52	(e1, 25, e2, t1) & (e2, 25, e3, t2=t1+(1, 3)) -> (e3, 12, e3, t3=t2+(1, 2))	2	0	0
53	(e1, 8, e2, t1) & (e1, 12, e3, t2=t1+(1, 2)) -> (e3, 60, e3, t3=t2+(1, 3))	2	0	0
54	(e1, 18, e2, t1) & (e2, 18, e3, t2=t1+(1, 1)) -> (e1, 19, e1, t3=t2+(1, 3))	2	0	0
55	(e1, 44, e2, t1) & (e3, 28, e2, t2=t1+(1, 1)) -> (e2, 44, e2, t3=t2+(1, 3))	2	0	0
56	(e1, 19, e1, t1) & (e1, 19, e2, t2=t1+(1, 3)) -> (e2, 19, e2, t3=t2+(1, 2))	2	0	0
57	(e1, 31, e2, t1) & (e3, 44, e1, t2=t1+(1, 1)) -> (e1, 44, e2, t3=t2+(1, 2))	2	0	0
58	(e1, 66, e2, t1) & (e2, 66, e2, t2=t1+(1, 1)) -> (e2, 66, e1, t3=t2+(1, 2))	2	0	0
59	(e1, 64, e1, t1) & (e2, 51, e3, t2=t1+(1, 1)) -> (e3, 24, e1, t3=t2+(1, 1))	2	0	0
60	(e1, 58, e2, t1) & (e3, 58, e1, t2=t1+(1, 1)) -> (e2, 58, e1, t3=t2+(1, 2))	2	0	0
61	(e1, 19, e2, t1) & (e3, 21, e4, t2=t1+(1, 2)) -> (e2, 21, e4, t3=t2+(1, 3))	2	0	0
62	(e1, 15, e2, t1) & (e3, 58, e1, t2=t1+(1, 3)) -> (e2, 15, e1, t3=t2+(1, 2))	2	0	0
63	(e1, 41, e2, t1) & (e2, 71, e1, t2=t1+(1, 3)) -> (e1, 71, e1, t3=t2+(1, 1))	2	0	0
64	(e1, 60, e1, t1) & (e2, 35, e1, t2=t1+(1, 3)) -> (e1, 60, e2, t3=t2+(1, 2))	2	0	0
65	(e1, 68, e2, t1) & (e2, 68, e3, t2=t1+(1, 1)) -> (e1, 68, e1, t3=t2+(1, 3))	2	0	0
66	(e1, 2, e2, t1) & (e3, 23, e2, t2=t1+(1, 3)) -> (e1, 2, e3, t3=t2+(1, 1))	2	0	0
67	(e1, 25, e2, t1) & (e3, 13, e4, t2=t1+(1, 1)) -> (e2, 13, e4, t3=t2+(1, 1))	2	0	0
68	(e1, 18, e2, t1) & (e3, 57, e3, t2=t1+(1, 1)) -> (e3, 16, e1, t3=t2+(1, 3))	2	0	0
69	(e1, 41, e2, t1) & (e2, 41, e3, t2=t1+(1, 2)) -> (e2, 12, e2, t3=t2+(1, 1))	2	0	0
70	(e1, 41, e2, t1) & (e3, 41, e4, t2=t1+(1, 1)) -> (e2, 62, e4, t3=t2+(1, 1))	2	0	0
71	(e1, 75, e2, t1) & (e3, 75, e3, t2=t1+(1, 2)) -> (e1, 18, e3, t3=t2+(1, 1))	2	0	0
72	(e1, 33, e2, t1) & (e3, 33, e2, t2=t1+(1, 3)) -> (e1, 16, e1, t3=t2+(1, 2))	2	0	0
73	(e1, 78, e2, t1) & (e3, 78, e4, t2=t1+(1, 3)) -> (e3, 65, e2, t3=t2+(1, 1))	2	0	0
74	(e1, 19, e1, t1) & (e2, 19, e1, t2=t1+(1, 2)) -> (e2, 34, e2, t3=t2+(1, 3))	2	0	0
75	(e1, 34, e2, t1) & (e3, 15, e4, t2=t1+(1, 2)) -> (e1, 23, e4, t3=t2+(1, 3))	2	0	0
76	(e1, 78, e2, t1) & (e3, 78, e3, t2=t1+(1, 3)) -> (e2, 78, e3, t3=t2+(1, 3))	2	0	0
77	(e1, 24, e2, t1) & (e3, 68, e3, t2=t1+(1, 3)) -> (e1, 9, e3, t3=t2+(1, 3))	2	0	0
78	(e1, 41, e2, t1) & (e2, 41, e2, t2=t1+(1, 3)) -> (e1, 41, e1, t3=t2+(1, 2))	2	0	0
79	(e1, 12, e1, t1) & (e2, 12, e2, t2=t1+(1, 1)) -> (e2, 19, e1, t3=t2+(1, 3))	2	0	0
80	(e1, 18, e2, t1) & (e3, 18, e1, t2=t1+(1, 1)) -> (e2, 18, e1, t3=t2+(1, 2))	2	0	0
81	(e1, 29, e2, t1) & (e3, 15, e2, t2=t1+(1, 2)) -> (e2, 15, e2, t3=t2+(1, 3))	2	0	0
82	(e1, 19, e2, t1) & (e2, 19, e2, t2=t1+(1, 1)) -> (e2, 25, e2, t3=t2+(1, 3))	2	0	0
83	(e1, 78, e2, t1) & (e3, 15, e4, t2=t1+(1, 2)) -> (e4, 78, e1, t3=t2+(1, 1))	2	0	0
84	(e1, 24, e2, t1) & (e2, 9, e3, t2=t1+(1, 1)) -> (e1, 9, e1, t3=t2+(1, 2))	2	0	0
85	(e1, 19, e2, t1) & (e3, 25, e2, t2=t1+(1, 3)) -> (e2, 25, e1, t3=t2+(1, 2))	2	0	0
86	(e1, 19, e2, t1) & (e3, 14, e1, t2=t1+(1, 3)) -> (e2, 41, e1, t3=t2+(1, 3))	2	0	0
87	(e1, 38, e2, t1) & (e3, 38, e1, t2=t1+(1, 1)) -> (e1, 38, e3, t3=t2+(1, 2))	2	0	0
88	(e1, 34, e2, t1) & (e3, 39, e4, t2=t1+(1, 2)) -> (e3, 39, e2, t3=t2+(1, 1))	2	0	0
89	(e1, 12, e2, t1) & (e1, 24, e3, t2=t1+(1, 3)) -> (e1, 58, e3, t3=t2+(1, 2))	2	0	0
90	(e1, 13, e2, t1) & (e1, 15, e3, t2=t1+(1, 2)) -> (e2, 15, e1, t3=t2+(1, 2))	2	0	0
91	(e1, 66, e2, t1) & (e3, 75, e4, t2=t1+(1, 3)) -> (e3, 66, e1, t3=t2+(1, 3))	2	0	0
92	(e1, 54, e2, t1) & (e3, 54, e1, t2=t1+(1, 2)) -> (e1, 54, e1, t3=t2+(1, 1))	2	0	0
93	(e1, 16, e2, t1) & (e3, 16, e3, t2=t1+(1, 3)) -> (e3, 16, e2, t3=t2+(1, 3))	2	0	0
94	(e1, 2, e1, t1) & (e2, 2, e2, t2=t1+(1, 1)) -> (e2, 60, e1, t3=t2+(1, 1))	2	0	0
95	(e1, 2, e2, t1) & (e1, 2, e3, t2=t1+(1, 3)) -> (e1, 18, e1, t3=t2+(1, 2))	2	0	0
96	(e1, 23, e2, t1) & (e2, 19, e1, t2=t1+(1, 3)) -> (e1, 23, e1, t3=t2+(1, 3))	2	0	0
97	(e1, 27, e1, t1) & (e2, 27, e3, t2=t1+(1, 2)) -> (e1, 27, e2, t3=t2+(1, 1))	2	0	0
98	(e1, 60, e2, t1) & (e3, 58, e2, t2=t1+(1, 1)) -> (e3, 16, e2, t3=t2+(1, 1))	2	0	0
99	(e1, 38, e1, t1) & (e2, 70, e1, t2=t1+(1, 3)) -> (e1, 70, e1, t3=t2+(1, 2))	2	0	0
100	(e1, 54, e1, t1) & (e2, 66, e1, t2=t1+(1, 2)) -> (e2, 66, e2, t3=t2+(1, 2))	2	0	0
101	(e1, 68, e2, t1) & (e3, 68, e2, t2=t1+(1, 2)) -> (e2, 75, e2, t3=t2+(1, 2))	2	0	0
102	(e1, 12, e2, t1) & (e3, 57, e4, t2=t1+(1, 3)) -> (e2, 54, e4, t3=t2+(1, 3))	2	0	0
103	(e1, 41, e1, t1) & (e2, 58, e3, t2=t1+(1, 1)) -> (e2, 58, e1, t3=t2+(1, 1))	2	0	0
104	(e1, 54, e1, t1) & (e2, 38, e1, t2=t1+(1, 2)) -> (e2, 54, e2, t3=t2+(1, 3))	2	0	0
105	(e1, 33, e2, t1) & (e1, 33, e1, t2=t1+(1, 3)) -> (e2, 12, e2, t3=t2+(1, 1))	2	0	0
106	(e1, 41, e2, t1) & (e2, 41, e3, t2=t1+(1, 2)) -> (e2, 41, e2, t3=t2+(1, 3))	2	0	0
107	(e1, 41, e2, t1) & (e3, 41, e2, t2=t1+(1, 3)) -> (e2, 2, e1, t3=t2+(1, 1))	2	0	0
108	(e1, 47, e2, t1) & (e3, 12, e2, t2=t1+(1, 2)) -> (e1, 47, e1, t3=t2+(1, 2))	2	0	0
109	(e1, 20, e2, t1) & (e1, 2, e1, t2=t1+(1, 1)) -> (e1, 20, e1, t3=t2+(1, 2))	2	0	0
110	(e1, 9, e1, t1) & (e2, 2, e3, t2=t1+(1, 3)) -> (e1, 13, e2, t3=t2+(1, 2))	2	0	0
111	(e1, 34, e1, t1) & (e2, 68, e3, t2=t1+(1, 1)) -> (e1, 26, e2, t3=t2+(1, 3))	2	0	0
112	(e1, 15, e2, t1) & (e3, 15, e4, t2=t1+(1, 1)) -> (e2, 15, e3, t3=t2+(1, 1))	2	0	0
113	(e1, 51, e2, t1) & (e1, 51, e3, t2=t1+(1, 3)) -> (e2, 2, e3, t3=t2+(1, 3))	2	0	0
114	(e1, 46, e2, t1) & (e2, 33, e1, t2=t1+(1, 2)) -> (e2, 46, e2, t3=t2+(1, 2))	2	0	0
115	(e1, 19, e1, t1) & (e2, 42, e3, t2=t1+(1, 1)) -> (e3, 19, e1, t3=t2+(1, 1))	2	0	0
116	(e1, 19, e1, t1) & (e1, 19, e2, t2=t1+(1, 1)) -> (e1, 20, e2, t3=t2+(1, 1))	2	0	0
117	(e1, 11, e2, t1) & (e2, 41, e3, t2=t1+(1, 3)) -> (e1, 11, e1, t3=t2+(1, 3))	2	0	0
118	(e1, 67, e2, t1) & (e3, 67, e2, t2=t1+(1, 2)) -> (e1, 71, e2, t3=t2+(1, 1))	2	0	0
119	(e1, 71, e2, t1) & (e3, 19, e2, t2=t1+(1, 2)) -> (e2, 19, e1, t3=t2+(1, 2))	2	0	0
120	(e1, 70, e2, t1) & (e3, 60, e1, t2=t1+(1, 2)) -> (e3, 70, e3, t3=t2+(1, 1))	2	0	0
121	(e1, 13, e2, t1) & (e2, 26, e1, t2=t1+(1, 2)) -> (e1, 60, e1, t3=t2+(1, 2))	2	0	0
122	(e1, 13, e2, t1) & (e1, 41, e2, t2=t1+(1, 1)) -> (e2, 45, e1, t3=t2+(1, 3))	2	0	0
123	(e1, 78, e2, t1) & (e2, 78, e2, t2=t1+(1, 2)) -> (e1, 58, e1, t3=t2+(1, 2))	2	0	0
124	(e1, 11, e2, t1) & (e3, 48, e2, t2=t1+(1, 1)) -> (e2, 35, e1, t3=t2+(1, 3))	2	0	0
125	(e1, 41, e2, t1) & (e3, 41, e4, t2=t1+(1, 2)) -> (e1, 41, e4, t3=t2+(1, 2))	2	0	0
126	(e1, 26, e2, t1) & (e3, 45, e4, t2=t1+(1, 1)) -> (e4, 45, e1, t3=t2+(1, 1))	2	0	0
127	(e1, 41, e2, t1) & (e3, 41, e2, t2=t1+(1, 3)) -> (e3, 24, e3, t3=t2+(1, 3))	2	0	0
128	(e1, 40, e2, t1) & (e3, 68, e4, t2=t1+(1, 3)) -> (e2, 40, e4, t3=t2+(1, 1))	2	0	0
129	(e1, 13, e2, t1) & (e1, 75, e3, t2=t1+(1, 1)) -> (e1, 60, e2, t3=t2+(1, 2))	2	0	0
130	(e1, 19, e2, t1) & (e3, 19, e4, t2=t1+(1, 2)) -> (e1, 19, e4, t3=t2+(1, 3))	2	0	0
131	(e1, 23, e2, t1) & (e1, 15, e2, t2=t1+(1, 1)) -> (e2, 23, e1, t3=t2+(1, 2))	2	0	0
132	(e1, 51, e2, t1) & (e3, 33, e1, t2=t1+(1, 3)) -> (e2, 51, e3, t3=t2+(1, 3))	2	0	0
133	(e1, 12, e1, t1) & (e2, 12, e3, t2=t1+(1, 3)) -> (e2, 12, e1, t3=t2+(1, 2))	2	0	0
134	(e1, 60, e2, t1) & (e1, 60, e3, t2=t1+(1, 2)) -> (e3, 60, e3, t3=t2+(1, 2))	2	0	0
135	(e1, 60, e2, t1) & (e2, 20, e3, t2=t1+(1, 2)) -> (e3, 23, e2, t3=t2+(1, 3))	2	0	0
136	(e1, 19, e2, t1) & (e3, 49, e2, t2=t1+(1, 2)) -> (e3, 19, e1, t3=t2+(1, 2))	2	0	0
137	(e1, 19, e2, t1) & (e3, 54, e1, t2=t1+(1, 1)) -> (e2, 58, e2, t3=t2+(1, 1))	2	0	0
138	(e1, 58, e2, t1) & (e1, 19, e3, t2=t1+(1, 1)) -> (e3, 58, e2, t3=t2+(1, 2))	2	0	0
139	(e1, 67, e1, t1) & (e1, 41, e2, t2=t1+(1, 1)) -> (e1, 70, e1, t3=t2+(1, 1))	2	0	0
140	(e1, 67, e2, t1) & (e3, 34, e4, t2=t1+(1, 1)) -> (e2, 31, e3, t3=t2+(1, 3))	2	0	0
141	(e1, 19, e2, t1) & (e3, 19, e1, t2=t1+(1, 3)) -> (e3, 19, e3, t3=t2+(1, 1))	2	0	0
142	(e1, 9, e1, t1) & (e1, 30, e2, t2=t1+(1, 2)) -> (e2, 30, e2, t3=t2+(1, 3))	2	0	0
143	(e1, 78, e2, t1) & (e3, 78, e1, t2=t1+(1, 2)) -> (e1, 60, e1, t3=t2+(1, 3))	2	0	0
144	(e1, 66, e2, t1) & (e1, 66, e3, t2=t1+(1, 2)) -> (e2, 66, e2, t3=t2+(1, 1))	2	0	0
145	(e1, 45, e2, t1) & (e2, 38, e3, t2=t1+(1, 3)) -> (e2, 23, e3, t3=t2+(1, 3))	2	0	0
146	(e1, 26, e2, t1) & (e3, 26, e2, t2=t1+(1, 3)) -> (e1, 26, e1, t3=t2+(1, 1))	2	0	0
147	(e1, 68, e2, t1) & (e3, 68, e4, t2=t1+(1, 2)) -> (e3, 38, e1, t3=t2+(1, 1))	2	0	0
148	(e1, 8, e2, t1) & (e3, 9, e4, t2=t1+(1, 3)) -> (e2, 8, e3, t3=t2+(1, 2))	2	0	0
149	(e1, 54, e2, t1) & (e3, 19, e4, t2=t1+(1, 3)) -> (e1, 72, e3, t3=t2+(1, 1))	2	0	0
