trial	score	n_ents	n_rels	n_tws	n_quads	n_unique_triples	avg_degree	deg_p25	deg_p75	real_n_ents	real_n_rels	real_n_tws	real_n_quads	real_n_unique_triples	real_avg_degree	real_deg_p25	real_deg_p75	relerr_n_ents	absdiff_n_ents	relerr_n_rels	absdiff_n_rels	relerr_n_tws	absdiff_n_tws	relerr_n_quads	absdiff_n_quads	relerr_n_unique_triples	absdiff_n_unique_triples	relerr_avg_degree	absdiff_avg_degree	relerr_deg_p25	absdiff_deg_p25	relerr_deg_p75	absdiff_deg_p75	pat_distr_ents	pat_distr_rels	cfg_n_ents	cfg_n_rels	cfg_n_tws	n_1_hop	n_2_hop	n_3_hop	rnd_avg_density	p_skip_consequence	use_force_distr	p_force	n_force	force_binom_n	force_binom_p
11	4.819767736147292	5889	136	365	12222	12222	4.15078960774325	2.0	6.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.17382154882154882	-1239.0	0.40869565217391307	-94.0	0.0	0.0	0.8652926264741541	-78508.0	0.7569937369519834	-38073.0	0.8369512381572034	-21.306561682941375	1.0	1.0	0.4	-4.0	uniform	gamma(0.5,1.0)	7128	230	365	137	31	77	0	0	False	0.05	1	None	None
12	4.956034195686217	5689	118	365	11376	11361	3.999296888732642	2.0	6.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.20187991021324356	-1439.0	0.48695652173913045	-112.0	0.0	0.0	0.8746169954810977	-79354.0	0.7741127348643007	-38934.0	0.8429020818754202	-21.458054401951983	1.0	1.0	0.4	-4.0	uniform	gamma(0.5,1.0)	7128	230	365	125	19	81	0	0	False	0.05	1	None	None
13	12.018497800195629	7052	187	365	68933	68933	19.549914917753828	10.0	26.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.010662177328843996	-76.0	0.18695652173913044	-43.0	0.0	0.0	0.2402402733384768	-21797.0	0.37057361566756136	18638.0	0.2320522785531286	-5.907436372930796	9.0	9.0	1.6	16.0	gamma(3,1)	uniform	7128	230	365	125	16	83	0	0	False	0.3	1	None	None
14	23.858336998218718	6206	207	365	200893	200863	64.7415404447309	11.0	85.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.12934904601571268	-922.0	0.1	-23.0	0.0	0.0	1.2141849443403505	110163.0	2.9936971865990656	150568.0	1.543137332139545	39.284189154046274	10.0	10.0	7.5	75.0	gamma(0.5,1.0)	gamma(3,1)	7128	230	365	169	63	147	0	0	False	0.5	1	None	None
15	8.827061715351254	5213	168	365	84043	84037	32.24362171494341	4.0	49.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.268658810325477	-1915.0	0.26956521739130435	-62.0	0.0	0.0	0.07370219332084206	-6687.0	0.6708817973953674	33742.0	0.2665740966831071	6.786270424258785	3.0	3.0	3.9	39.0	empirical	empirical	7128	230	365	63	145	91	0	0	False	0.25	1	None	None
16	5.743258574742543	5667	210	365	27401	27401	9.670372331039351	4.0	13.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.20496632996632996	-1461.0	0.08695652173913043	-20.0	0.0	0.0	0.6979940482751019	-63329.0	0.4551943533154389	-22894.0	0.6201343878780531	-15.786978959645273	3.0	3.0	0.3	3.0	gamma(1,2)	uniform	7128	230	365	176	51	65	0	0	False	0.05	2	None	None
17	144.56595681621957	7128	147	365	453847	453805	127.34203142536475	116.0	138.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0	0.0	0.36086956521739133	-83.0	0.0	0.0	4.002171277416511	363117.0	8.022865095933989	403510.0	4.00217127741651	101.88468013468012	115.0	115.0	12.8	128.0	uniform	gamma(0.5,1.0)	7128	230	365	105	90	113	0	0	False	0.45	3	None	None
18	423.1603570698724	7128	227	365	1271019	1270094	356.6271043771044	337.0	375.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0	0.0	0.013043478260869565	-3.0	0.0	0.0	13.008806348506559	1180289.0	24.252887961029924	1219799.0	13.008806348506557	331.16975308641975	336.0	336.0	36.5	365.0	uniform	uniform	7128	230	365	178	187	145	0	0	False	0.6000000000000001	4	None	None
19	15.823829162797754	7128	139	365	67307	67166	18.885241301907968	14.0	22.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0	0.0	0.39565217391304347	-91.0	0.0	0.0	0.2581615783092693	-23423.0	0.3354408986976837	16871.0	0.2581615783092693	-6.572109988776656	13.0	13.0	1.2	12.0	uniform	gamma(0.5,1.0)	7128	230	365	71	127	102	0	0	False	0.2	1	None	None
20	50.83171122495092	6993	149	365	329470	329434	94.22851422851423	28.0	132.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.01893939393939394	-135.0	0.3521739130434783	-81.0	0.0	0.0	2.631323707704177	238740.0	5.550034794711204	279139.0	2.7014264819841807	68.7711629378296	27.0	27.0	12.2	122.0	gamma(1,2)	gamma(3,1)	7128	230	365	15	47	71	0	0	False	0.4	5	None	None
21	4.8535126159523285	5891	126	365	12387	12376	4.205398064844679	2.0	6.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.17354096520763188	-1237.0	0.45217391304347826	-104.0	0.0	0.0	0.8634740438664168	-78343.0	0.7539318023660404	-37919.0	0.8348061423662908	-21.251953225839944	1.0	1.0	0.4	-4.0	uniform	gamma(0.5,1.0)	7128	230	365	145	18	88	0	0	False	0.05	1	None	None
22	4.710635817652383	6056	144	365	13485	13485	4.453434610303831	2.0	6.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.15039281705948374	-1072.0	0.3739130434782609	-86.0	0.0	0.0	0.8513722032403835	-77245.0	0.7318818968088279	-36810.0	0.8250629234969376	-21.003916680380794	1.0	1.0	0.4	-4.0	uniform	gamma(0.5,1.0)	7128	230	365	149	13	100	0	0	False	0.05	1	None	None
23	29.958358078158387	7128	143	365	109767	109766	30.79882154882155	26.0	36.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0	0.0	0.3782608695652174	-87.0	0.0	0.0	0.2098203460817811	19037.0	1.1824435828611195	59471.0	0.20982034608178116	5.341470258136926	25.0	25.0	2.6	26.0	uniform	gamma(0.5,1.0)	7128	230	365	217	11	138	0	0	False	0.15000000000000002	2	None	None
24	9.541323023637041	7103	133	365	39603	39603	11.151062931155849	8.0	14.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0035072951739618407	-25.0	0.4217391304347826	-97.0	0.0	0.0	0.5635071090047393	-51127.0	0.21258574410975245	-10692.0	0.5619708113453163	-14.306288359528775	7.0	7.0	0.4	4.0	uniform	gamma(0.5,1.0)	7128	230	365	90	41	108	0	0	False	0.15000000000000002	1	None	None
25	25.27389486813874	5975	182	365	226759	226200	75.90259414225942	8.0	115.5	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.1617564534231201	-1153.0	0.20869565217391303	-48.0	0.0	0.0	1.4992725669569051	136029.0	3.497464956755145	175905.0	1.981558971927836	50.44524285157479	7.0	7.0	10.55	105.5	empirical	gamma(1,2)	7128	230	365	150	90	171	0	0	False	0.25	2	None	None
26	4.452430504267851	5702	177	365	14683	14683	5.150122763942476	2.0	7.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.2000561167227834	-1426.0	0.23043478260869565	-53.0	0.0	0.0	0.8381681913369338	-76047.0	0.7080624316532459	-35612.0	0.7976960483777032	-20.307228526742147	1.0	1.0	0.3	-3.0	gamma(3,1)	empirical	7128	230	365	240	36	98	0	0	False	0.05	1	None	None
27	36.23781746621827	7120	183	365	172976	172975	48.58876404494382	27.0	64.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.001122334455667789	-8.0	0.20434782608695654	-47.0	0.0	0.0	0.9064917888239833	82246.0	2.439208668853763	122680.0	0.9086339144294036	23.1314127542592	26.0	26.0	5.4	54.0	gamma(3,1)	empirical	7128	230	365	236	84	125	0	0	False	0.15000000000000002	3	None	None
28	45.62528973086561	7124	189	365	216267	216261	60.715047725996634	33.0	80.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0005611672278338945	-4.0	0.1782608695652174	-41.0	0.0	0.0	1.3836327565303648	125537.0	3.299850879809126	165966.0	1.3849711241645764	35.25769643531201	32.0	32.0	7.0	70.0	gamma(3,1)	empirical	7128	230	365	393	51	100	0	0	False	0.6500000000000001	1	None	None
29	36.69316828220469	7119	167	365	177397	177394	49.83761764292738	27.0	66.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0012626262626262627	-9.0	0.27391304347826084	-63.0	0.0	0.0	0.9552187809985672	86667.0	2.527070285316632	127099.0	0.9576906125801077	24.380266352242753	26.0	26.0	5.6	56.0	gamma(3,1)	empirical	7128	230	365	190	113	47	0	0	False	0.3	2	None	None
30	5.9034441277318725	5201	213	365	43873	43870	16.87098634877908	4.0	22.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.2703423120089787	-1927.0	0.07391304347826087	-17.0	0.0	0.0	0.5164443954590543	-46857.0	0.1277462968485933	-6425.0	0.3372843012559391	-8.586364941905543	3.0	3.0	1.2	12.0	gamma(0.5,1.0)	gamma(2,2)	7128	230	365	267	137	98	0	0	False	0.1	1	None	None
31	4.6820731527719275	5949	160	365	12833	12814	4.314338544293158	2.0	6.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.16540404040404041	-1179.0	0.30434782608695654	-70.0	0.0	0.0	0.8585583599691392	-77897.0	0.7452231832190078	-37481.0	0.8305268095242939	-21.143012746391467	1.0	1.0	0.4	-4.0	uniform	gamma(1,2)	7128	230	365	151	35	73	0	0	False	0.05	1	None	None
32	4.7616186307907755	6125	168	365	23477	23477	7.665959183673469	3.0	10.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.14071268237934906	-1003.0	0.26956521739130435	-62.0	0.0	0.0	0.7412432492009258	-67253.0	0.5332140371806342	-26818.0	0.6988705110700734	-17.791392107011156	2.0	2.0	0.0	0.0	gamma(2,2)	gamma(1,2)	7128	230	365	202	32	61	0	0	False	0.1	1	None	None
33	30.469102488497125	7114	188	365	150435	150279	42.292662355917905	23.0	56.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.001964085297418631	-14.0	0.1826086956521739	-42.0	0.0	0.0	0.6580513611815276	59705.0	1.9879510885773934	99984.0	0.6613143242201192	16.83531106523328	22.0	22.0	4.6	46.0	gamma(3,1)	gamma(1,2)	7128	230	365	224	61	133	0	0	False	0.2	2	None	None
34	22.472361026558904	7128	157	365	89425	88683	25.091189674523008	20.0	30.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0	0.0	0.3173913043478261	-73.0	0.0	0.0	0.014383335170285462	-1305.0	0.7632567849686848	38388.0	0.014383335170285453	-0.3661616161616159	19.0	19.0	2.0	20.0	uniform	gamma(1,2)	7128	230	365	159	74	41	0	0	False	0.35000000000000003	1	None	None
35	8.832108393344598	6793	149	365	53647	53647	15.79478875312822	7.0	22.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.046997755331088666	-335.0	0.3521739130434783	-81.0	0.0	0.0	0.4087181748043646	-37083.0	0.06664678397455015	3352.0	0.37955883262262785	-9.662562537556404	6.0	6.0	1.2	12.0	gamma(2,2)	empirical	7128	230	365	93	33	115	0	0	False	0.1	2	None	None
36	91.1353826612323	7128	221	365	298228	294881	83.67789001122334	74.0	93.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0	0.0	0.0391304347826087	-9.0	0.0	0.0	2.286983357213711	207498.0	4.863028134009345	244586.0	2.286983357213711	58.22053872053871	73.0	73.0	8.3	83.0	uniform	gamma(3,1)	7128	230	365	281	234	95	0	0	False	0.25	2	None	None
37	5.616936287668002	6893	199	365	24318	24304	7.055853764688814	4.0	9.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.032968574635241304	-235.0	0.13478260869565217	-31.0	0.0	0.0	0.731973988757853	-66412.0	0.5167710508002784	-25991.0	0.7228362965132707	-18.401497525995808	3.0	3.0	0.1	-1.0	uniform	gamma(2,2)	7128	230	365	104	167	158	0	0	False	0.05	1	None	None
38	223.9893447633203	7128	157	365	960084	900950	269.3838383838384	154.0	353.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0	0.0	0.3173913043478261	-73.0	0.0	0.0	9.581770087071531	869354.0	16.913311462372004	850655.0	9.581770087071531	243.92648709315378	153.0	153.0	34.3	343.0	gamma(3,1)	gamma(1,2)	7128	230	365	239	12	39	0	0	False	1.0	4	None	None
39	19.02563684998507	7128	180	365	76192	76032	21.378226711560046	17.0	26.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0	0.0	0.21739130434782608	-50.0	0.0	0.0	0.1602336603108123	-14538.0	0.5117208470026842	25737.0	0.16023366031081224	-4.079124579124578	16.0	16.0	1.6	16.0	uniform	uniform	7128	230	365	39	75	55	0	0	False	0.2	2	None	None
40	16.215892942072024	6658	174	365	114073	112769	34.26644638029438	11.0	47.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.06593714927048261	-470.0	0.24347826086956523	-56.0	0.0	0.0	0.25727984128733605	23343.0	1.2421513072870067	62474.0	0.34603344978914563	8.809095089609759	10.0	10.0	3.7	37.0	gamma(1,2)	empirical	7128	230	365	195	58	123	0	0	False	0.1	3	None	None
41	4.759215699500758	6131	169	365	23420	23420	7.639862991355407	3.0	10.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.1398709315375982	-997.0	0.26521739130434785	-61.0	0.0	0.0	0.7418714868290532	-67310.0	0.5343473506312755	-26875.0	0.6998956056299936	-17.817488299329217	2.0	2.0	0.0	0.0	gamma(2,2)	gamma(1,2)	7128	230	365	204	30	62	0	0	False	0.1	1	None	None
42	6.607812784723869	6635	189	365	40183	40183	12.11243406179352	5.0	17.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0691638608305275	-493.0	0.1782608695652174	-41.0	0.0	0.0	0.5571145155957236	-50547.0	0.20105378268217516	-10112.0	0.5242068224817359	-13.344917228891104	4.0	4.0	0.7	7.0	gamma(2,2)	gamma(1,2)	7128	230	365	320	28	73	0	0	False	0.15000000000000002	1	None	None
43	4.789248306591044	4821	186	365	10672	10672	4.427297241236258	2.0	6.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.32365319865319864	-2307.0	0.19130434782608696	-44.0	0.0	0.0	0.8823762812741099	-80058.0	0.7878119097325778	-39623.0	0.8260896355365809	-21.030054049448367	1.0	1.0	0.4	-4.0	gamma(2,2)	gamma(1,2)	7128	230	365	295	42	31	0	0	False	0.05	1	None	None
44	5.691366709265925	6405	180	365	30240	30240	9.442622950819672	4.0	13.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.10143097643097643	-723.0	0.21739130434782608	-50.0	0.0	0.0	0.6667034057092472	-60490.0	0.3987473903966597	-20055.0	0.6290806988127267	-16.014728339864952	3.0	3.0	0.3	3.0	gamma(2,2)	gamma(1,2)	7128	230	365	211	30	109	0	0	False	0.1	1	None	None
45	7.171912402250094	4968	205	365	60092	60091	24.191626409017715	4.0	38.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.30303030303030304	-2160.0	0.10869565217391304	-25.0	0.0	0.0	0.3376832359748705	-30638.0	0.1947708519733572	9796.0	0.04971942552916195	-1.2657248816669089	3.0	3.0	2.8	28.0	empirical	uniform	7128	230	365	136	100	64	0	0	False	0.2	1	None	None
46	4.733132157789113	3697	162	365	11924	11923	6.450635650527455	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.481341189674523	-3431.0	0.2956521739130435	-68.0	0.0	0.0	0.8685770968808553	-78806.0	0.7629386618948205	-38372.0	0.7466101018573806	-19.006715640157168	1.0	1.0	0.2	-2.0	gamma(0.5,1.0)	gamma(1,2)	7128	230	365	164	10	85	0	0	False	0.05	1	None	None
47	4.3339456593172745	4474	164	365	22251	22250	9.946803755029057	2.0	13.75	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.372334455667789	-2654.0	0.28695652173913044	-66.0	0.0	0.0	0.7547558690620523	-68479.0	0.5576101004075952	-28045.0	0.6092757788722191	-15.510547535655567	1.0	1.0	0.375	3.75	gamma(0.5,1.0)	gamma(2,2)	7128	230	365	115	10	85	0	0	False	0.05	2	None	None
48	45.32512294541292	6481	169	365	376363	376261	116.14349637401635	18.0	154.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.09076879910213244	-647.0	0.26521739130434785	-61.0	0.0	0.0	3.1481648848231014	285633.0	6.481081618451138	325966.0	3.5622773181637193	90.68614508333172	17.0	17.0	14.4	144.0	gamma(0.5,1.0)	gamma(2,2)	7128	230	365	115	24	77	0	0	False	0.8500000000000001	2	None	None
49	8.91328478057208	5557	172	365	72300	72295	26.02123447903545	6.0	34.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.22039842873176207	-1571.0	0.25217391304347825	-58.0	0.0	0.0	0.20313016642786288	-18430.0	0.43741922656327664	22000.0	0.022150112237213065	0.5638831883508253	5.0	5.0	2.4	24.0	gamma(0.5,1.0)	gamma(2,2)	7128	230	365	84	44	90	0	0	False	0.15000000000000002	2	None	None
50	6.120396023144011	4743	203	365	27589	27589	11.633565254058613	4.0	16.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.3345959595959596	-2385.0	0.11739130434782609	-27.0	0.0	0.0	0.695921966273559	-63141.0	0.45145640719753455	-22706.0	0.5430174521606426	-13.82378603662601	3.0	3.0	0.6	6.0	gamma(0.5,1.0)	uniform	7128	230	365	56	64	120	0	0	False	0.05	2	None	None
51	4.649406692718012	3720	176	365	12309	12283	6.617741935483871	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.4781144781144781	-3408.0	0.23478260869565218	-54.0	0.0	0.0	0.8643337374628017	-78421.0	0.7557808927328761	-38012.0	0.7400459356545298	-18.839609355200754	1.0	1.0	0.2	-2.0	gamma(0.5,1.0)	gamma(2,2)	7128	230	365	160	10	83	0	0	False	0.05	1	None	None
52	4.555621045943742	3887	182	365	13416	13416	6.903010033444816	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.45468574635241304	-3241.0	0.20869565217391303	-48.0	0.0	0.0	0.852132701421801	-77314.0	0.7332538025648673	-36879.0	0.7288402098622582	-18.55434125723981	1.0	1.0	0.2	-2.0	gamma(0.5,1.0)	gamma(2,2)	7128	230	365	136	22	104	0	0	False	0.05	1	None	None
53	6.257223422564809	4468	176	365	23279	23279	10.420322291853179	4.0	14.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.37317620650953987	-2660.0	0.23478260869565218	-54.0	0.0	0.0	0.7434255483302105	-67451.0	0.5371508102197038	-27016.0	0.5906753152412132	-15.037028998831445	3.0	3.0	0.4	4.0	gamma(0.5,1.0)	gamma(2,2)	7128	230	365	124	23	82	0	0	False	0.1	1	None	None
54	8.602145658699026	5579	192	365	68639	68637	24.60620182828464	6.0	32.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.21731200897867564	-1549.0	0.16521739130434782	-38.0	0.0	0.0	0.24348065689408133	-22091.0	0.36468833880107365	18342.0	0.03343432915235914	-0.8511494623999845	5.0	5.0	2.2	22.0	gamma(0.5,1.0)	gamma(2,2)	7128	230	365	187	53	106	0	0	False	0.2	1	None	None
55	4.772006948900065	3660	165	365	10987	10975	6.003825136612022	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.48653198653198654	-3468.0	0.2826086956521739	-65.0	0.0	0.0	0.878904441750248	-79743.0	0.7817874540212745	-39320.0	0.7641614373758928	-19.453526154072602	1.0	1.0	0.2	-2.0	gamma(0.5,1.0)	gamma(2,2)	7128	230	365	106	40	70	0	0	False	0.05	1	None	None
56	9.403226561251502	5597	175	365	77494	77387	27.691263176701806	6.0	38.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.21478675645342313	-1531.0	0.2391304347826087	-55.0	0.0	0.0	0.14588339027884933	-13236.0	0.5386618948205587	27092.0	0.08775115134757233	2.2339118860171823	5.0	5.0	2.8	28.0	gamma(0.5,1.0)	gamma(2,2)	7128	230	365	143	20	93	0	0	False	0.3	1	None	None
57	15.903080815282078	5983	207	365	137724	137709	46.038442253050306	8.0	62.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.1606341189674523	-1145.0	0.1	-23.0	0.0	0.0	0.5179543701091149	46994.0	1.7380256486728303	87414.0	0.8084537439641937	20.581090962365682	7.0	7.0	5.2	52.0	gamma(0.5,1.0)	gamma(2,2)	7128	230	365	75	222	115	0	0	False	0.15000000000000002	2	None	None
58	6.121482530343742	4659	179	365	25638	25638	11.005795235028977	4.0	14.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.3463804713804714	-2469.0	0.2217391304347826	-51.0	0.0	0.0	0.717425327895955	-65092.0	0.4902475395168506	-24657.0	0.567677127547192	-14.451556055655647	3.0	3.0	0.4	4.0	gamma(0.5,1.0)	gamma(2,2)	7128	230	365	134	38	80	0	0	False	0.1	1	None	None
59	3.8964121030867847	5215	193	365	19801	19784	7.593863854266539	2.0	10.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.26837822671156003	-1913.0	0.1608695652173913	-37.0	0.0	0.0	0.7817590653587567	-70929.0	0.6066408191669151	-30511.0	0.7017025154126976	-17.863487436418083	1.0	1.0	0.0	0.0	gamma(1,2)	gamma(2,2)	7128	230	365	176	78	131	0	0	False	0.05	1	None	None
60	137.32680146895447	7085	202	365	865054	864809	244.19308398023995	72.0	335.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.006032547699214366	-43.0	0.12173913043478261	-28.0	0.0	0.0	8.534376722142621	774324.0	16.194731086589123	814514.0	8.592242381853579	218.73573268955533	71.0	71.0	32.5	325.0	gamma(1,2)	gamma(2,2)	7128	230	365	178	73	141	0	0	False	0.7000000000000001	3	None	None
61	4.303524420661951	4872	198	365	15525	15524	6.373152709359606	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.3164983164983165	-2256.0	0.1391304347826087	-32.0	0.0	0.0	0.8288879091810868	-75205.0	0.6913410875832587	-34771.0	0.749653739048191	-19.08419858132502	1.0	1.0	0.2	-2.0	gamma(1,2)	gamma(2,2)	7128	230	365	159	10	130	0	0	False	0.05	1	None	None
